task,method,method_group,time_step,quality_score,runtime_sec,objective,valid,n_solution_edges,reference_similarity,quality_gap_to_baseline,speedup_vs_full_recompute,reused_solution_rate,changed_edges_ratio,n_changed_edges,n_recomputed_edges,gpu_used,n_queries,n_recomputed_queries,mean_path_risk,n_solution_nodes,coverage_rate,n_repaired_edges
Vertex Cover,dynamic_matching_cover_repair,dynamic,13,3630.0,0.06222666800022125,3630.0,True,,0.7437768240343348,-0.19261565836298933,0.21595260410427458,1.0,1.0353797137286604,43546,,,,,,3630.0,1.0,26.0
Vertex Cover,primal_dual_neural_node_ranking,ai_ml,13,3996.0,103.61090364400116,3996.0,True,,0.7980097395723057,-0.11120996441281139,0.0001296968806058468,,1.0353797137286604,43546,,True,,,,3996.0,1.0,
Vertex Cover,graph_ai_message_passing_vertex_cover,graph_ai,13,4022.0,3.486937431000115,4022.0,True,,0.8038966539601864,-0.10542704626334519,0.0038538147773777677,,1.0353797137286604,43546,,True,,,,4022.0,1.0,
Vertex Cover,classical_maximal_matching_2approx,classical,14,4488.0,0.014082278999921982,4488.0,True,,1.0,0.0,1.0,0.0,1.0353217833661275,43146,,,,,,4488.0,1.0,
Vertex Cover,dynamic_matching_cover_repair,dynamic,14,3627.0,0.06893754599877866,3627.0,True,,0.744786067512363,-0.19184491978609625,0.20427589633334892,1.0,1.0353217833661275,43146,,,,,,3627.0,1.0,38.0
Vertex Cover,primal_dual_neural_node_ranking,ai_ml,14,4526.0,102.17599775500094,4526.0,True,,0.8184385717167642,0.008467023172905526,0.00013782374832970725,,1.0353217833661275,43146,,True,,,,4526.0,1.0,
Vertex Cover,graph_ai_message_passing_vertex_cover,graph_ai,14,4020.0,3.4599707540000963,4020.0,True,,0.8021605592035586,-0.10427807486631016,0.0040700572349177695,,1.0353217833661275,43146,,True,,,,4020.0,1.0,
Vertex Cover,classical_maximal_matching_2approx,classical,15,4466.0,0.013323692999620107,4466.0,True,,1.0,0.0,1.0,0.0,1.03532575775931,42731,,,,,,4466.0,1.0,
Vertex Cover,dynamic_matching_cover_repair,dynamic,15,3617.0,0.062033927999436855,3617.0,True,,0.7390275387263339,-0.19010300044782805,0.21478074062537295,1.0,1.03532575775931,42731,,,,,,3617.0,1.0,22.0
Vertex Cover,primal_dual_neural_node_ranking,ai_ml,15,4040.0,97.31366690100003,4040.0,True,,0.7865994538962403,-0.09538737124944022,0.00013691492083198016,,1.03532575775931,42731,,True,,,,4040.0,1.0,
Vertex Cover,graph_ai_message_passing_vertex_cover,graph_ai,15,4028.0,3.5593509139998787,4028.0,True,,0.8030142220335386,-0.0980743394536498,0.0037432928984929416,,1.03532575775931,42731,,True,,,,4028.0,1.0,
Vertex Cover,classical_maximal_matching_2approx,classical,16,4456.0,0.013330286999917007,4456.0,True,,1.0,0.0,1.0,0.0,1.0353497025630982,42293,,,,,,4456.0,1.0,
Vertex Cover,dynamic_matching_cover_repair,dynamic,16,3608.0,0.060376991001248825,3608.0,True,,0.7375565610859729,-0.19030520646319568,0.22078422224852653,1.0,1.0353497025630982,42293,,,,,,3608.0,1.0,28.0
Vertex Cover,primal_dual_neural_node_ranking,ai_ml,16,4336.0,93.58749675999934,4336.0,True,,0.7997952917093142,-0.026929982046678635,0.0001424366230683773,,1.0353497025630982,42293,,True,,,,4336.0,1.0,
Vertex Cover,graph_ai_message_passing_vertex_cover,graph_ai,16,4000.0,3.258931221998864,4000.0,True,,0.7999148573861218,-0.10233393177737882,0.004090386108774913,,1.0353497025630982,42293,,True,,,,4000.0,1.0,
Vertex Cover,classical_maximal_matching_2approx,classical,17,4450.0,0.013163469000573969,4450.0,True,,1.0,0.0,1.0,0.0,1.0353249449978987,41882,,,,,,4450.0,1.0,
Vertex Cover,dynamic_matching_cover_repair,dynamic,17,3595.0,0.06073278899930301,3595.0,True,,0.7357065803667745,-0.19213483146067414,0.21674402275062712,1.0,1.0353249449978987,41882,,,,,,3595.0,1.0,31.0
Vertex Cover,primal_dual_neural_node_ranking,ai_ml,17,3984.0,94.7800772089995,3984.0,True,,0.7815800591465991,-0.1047191011235955,0.00013888434561566362,,1.0353249449978987,41882,,True,,,,3984.0,1.0,
Vertex Cover,graph_ai_message_passing_vertex_cover,graph_ai,17,3995.0,3.3575123449991224,3995.0,True,,0.7998721227621484,-0.10224719101123596,0.003920601817050775,,1.0353249449978987,41882,,True,,,,3995.0,1.0,
Vertex Cover,classical_maximal_matching_2approx,classical,18,4448.0,0.013505472999895574,4448.0,True,,1.0,0.0,1.0,0.0,1.035237240829346,41542,,,,,,4448.0,1.0,
Vertex Cover,dynamic_matching_cover_repair,dynamic,18,3580.0,0.061496609001551406,3580.0,True,,0.731665228645384,-0.19514388489208634,0.21961329606897292,1.0,1.035237240829346,41542,,,,,,3580.0,1.0,25.0
Vertex Cover,primal_dual_neural_node_ranking,ai_ml,18,4571.0,93.65522687200064,4571.0,True,,0.8114079132355895,0.027652877697841728,0.00014420415657476985,,1.035237240829346,41542,,True,,,,4571.0,1.0,
Vertex Cover,graph_ai_message_passing_vertex_cover,graph_ai,18,3990.0,3.347244701000818,3990.0,True,,0.7949372473941715,-0.10296762589928057,0.004034803011520929,,1.035237240829346,41542,,True,,,,3990.0,1.0,
Vertex Cover,classical_maximal_matching_2approx,classical,19,4470.0,0.012845470000684145,4470.0,True,,1.0,0.0,1.0,0.0,1.03527252614642,41179,,,,,,4470.0,1.0,
Vertex Cover,dynamic_matching_cover_repair,dynamic,19,3575.0,0.0583979349994479,3575.0,True,,0.7323428079242033,-0.20022371364653244,0.21996445594875208,1.0,1.03527252614642,41179,,,,,,3575.0,1.0,37.0
Vertex Cover,primal_dual_neural_node_ranking,ai_ml,19,4241.0,93.09078202800083,4241.0,True,,0.8132805995004163,-0.05123042505592841,0.0001379886356182973,,1.03527252614642,41179,,True,,,,4241.0,1.0,
Vertex Cover,graph_ai_message_passing_vertex_cover,graph_ai,19,3974.0,3.329092453001067,3974.0,True,,0.7954497129491813,-0.11096196868008948,0.0038585500949678874,,1.03527252614642,41179,,True,,,,3974.0,1.0,
